"OEU.1"	"OEU.2"	"OEU.3"	"OEU.4"	"OEU.5"	"OEU.6"	"OEU.7"	"OEU.8"	"OEU.9"	"OEU.10"	"OEU.11"	"OEU.12"	"OEU.13"	"OEU.14"	"OEU.15"	"OEU.16"	"OEU.17"	"OEU.18"	"OEU.19"	"OEU.20"	"OEU.21"	"OEU.22"	"OEU.23"	"OEU.24"	"OEU.25"	"OEU.26"	"OEU.27"	"OEU.28"	"OEU.29"	"OEU.30"	"OEU.31"	"OEU.32"	"OEU.33"	"OEU.34"	"OEU.35"	"OEU.36"	"OEU.37"	"OEU.38"	"OEU.39"	"OEU.40"	"OEU.41"	"OEU.42"	"OEU.43"	"OEU.44"	"OEU.45"	"OEU.46"	"OEU.47"	"OEU.48"	"OEU.49"	"OEU.50"	"OEU.51"	"OEU.52"	"OEU.53"	"OEU.54"	"OEU.55"	"OEU.56"	"OEU.57"	"OEU.58"	"OEU.59"	"OEU.60"	"OEU.61"	"OEU.62"	"OEU.63"	"OEU.64"	"OEU.65"	"OEU.66"	"OEU.67"	"OEU.68"	"OEU.69"	"OEU.70"	"OEU.71"	"OEU.72"	"OEU.73"	"OEU.74"	"OEU.75"	"OEU.76"	"OEU.77"	"OEU.78"	"OEU.79"	"OEU.80"	"OEU.81"	"OEU.82"	"OEU.83"	"OEU.84"	"OEU.85"	"OEU.86"	"OEU.87"	"OEU.88"	"OEU.89"	"OEU.90"	"OEU.91"	"OEU.92"	"OEU.93"	"OEU.94"	"OEU.95"	"OEU.96"	"OEU.97"	"OEU.98"	"OEU.99"	"OEU.100"	"OEU.101"	"OEU.102"	"OEU.103"	"OEU.104"	"OEU.105"	"OEU.106"	"OEU.107"	"OEU.108"	"OEU.109"	"OEU.110"	"OEU.111"	"OEU.112"	"OEU.113"	"OEU.114"	"OEU.115"	"OEU.116"	"OEU.117"	"OEU.118"	"OEU.119"	"OEU.120"	"OEU.121"	"OEU.122"	"OEU.123"	"OEU.124"	"OEU.125"	"OEU.126"	"OEU.127"	"OEU.128"
"SB041117TAWCSCB63D10BR1TR1I304"	0	0	0	0	0	0	0	157773	0	0	31820	0	0	0	0	2320	0	331	0	0	37786	0	71594	0	331	663	0	0	0	0	0	0	0	73583	3977	0	0	0	0	0	0	4640	0	1989	663	45078	14584	0	0	0	1657	18561	0	0	331	663	0	0	9944	0	994	3646	0	0	0	0	0	1989	0	0	8618	90819	0	5966	0	0	0	0	0	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	16904	331	0	0	0	0	0	0	0	0	0	0	0	994	145509	0	69937	29500	23865	2320	663	1657	0	0	0	0	0	0	663	0	0	0	0	0	0
"SB041117TAWCSCB72D20BR1TR1I316"	663	0	0	0	331	0	13921	121644	0	0	51044	0	0	0	0	331	0	2983	0	331	93470	331	23533	0	0	331	0	663	0	0	0	0	0	44746	13921	0	0	0	0	0	0	2983	0	331	1326	40438	6629	0	0	0	331	43421	0	0	6961	12927	0	0	13258	0	0	994	0	0	0	0	0	3977	0	0	9612	54027	0	32151	0	0	0	0	0	0	3646	0	331	0	663	0	0	0	0	0	0	0	0	26848	1326	0	0	0	0	0	0	0	0	0	0	0	1657	114683	0	45741	12927	28505	3646	331	1657	0	0	0	0	0	0	2652	0	331	663	2983	0	0
"SB041117TAWCSCB63D10BR2TR1I313"	0	0	0	0	0	0	17567	130262	0	0	33477	0	0	0	0	1657	0	1657	0	0	40106	331	57010	0	0	1326	0	331	0	0	331	0	0	70600	3646	663	0	0	0	0	0	2320	0	994	331	43421	18230	0	0	0	1989	17899	0	0	12264	5303	0	0	8286	0	994	1326	0	0	0	0	0	994	0	0	8286	63308	0	11269	0	0	0	0	0	0	3977	0	0	0	0	331	0	0	0	0	0	0	0	18561	1326	0	0	0	0	0	0	0	0	0	0	0	994	129930	0	69274	12264	25191	4309	663	1989	0	0	0	0	0	331	4309	0	0	0	663	0	0
"SB041117TAWCSCB73D12BR1TR1I308"	0	0	0	0	0	0	73914	119655	0	0	55022	0	0	0	0	2983	0	2652	0	0	63639	0	38117	0	0	0	0	663	0	0	0	0	0	48724	8286	0	0	0	0	0	0	3646	0	994	2652	23202	6298	0	0	0	663	36129	0	5966	4972	994	0	0	30825	0	331	1657	0	0	0	0	0	3315	0	0	12264	40769	0	26516	0	0	0	0	0	0	663	0	0	0	331	0	0	0	0	0	0	0	0	20882	0	0	0	0	0	0	0	0	0	0	0	0	4309	108386	0	45078	22870	36129	4309	0	1989	0	0	0	0	0	994	331	0	0	1989	0	0	0
"SB041117TAWCSCB71D20BR2TR1I315"	0	0	0	0	0	0	10938	137885	0	0	33808	0	0	0	0	663	0	1657	0	663	57673	0	40438	0	0	0	0	0	0	0	0	0	0	71926	3646	0	0	0	0	0	0	2983	0	663	663	44415	8286	0	0	0	331	18561	0	0	20550	4640	663	0	14253	0	331	4309	0	0	0	0	0	1989	0	0	7623	78886	0	11269	0	0	0	0	0	0	5303	0	0	0	0	0	0	0	0	0	0	0	0	7955	1657	0	0	0	0	0	0	0	0	0	0	0	1326	136891	0	71926	14584	26848	6629	0	1326	0	0	0	0	0	0	7292	0	0	0	0	0	0
"SB041117TAWCSCB73D12BR1TR1I317"	0	0	1989	331	1657	0	39443	96785	0	0	46735	1326	0	0	0	3977	0	1989	331	0	47067	331	18230	663	0	0	0	663	0	0	331	0	331	44084	11932	0	0	0	0	0	0	2652	0	331	1989	19887	5303	0	0	331	1657	44415	0	107723	42758	4972	0	331	24859	0	0	331	1989	331	0	331	994	5966	1657	0	15247	19556	0	30494	331	331	0	0	0	0	663	0	0	0	663	994	0	0	0	0	0	0	0	15910	1989	0	0	0	0	0	0	0	0	0	0	0	1989	79549	2983	27179	25522	36792	1657	331	331	331	0	0	0	0	2983	1326	0	0	1326	994	0	994
"SB041117TAWCSCB72D20BR1TR1I307"	0	0	0	0	0	0	0	152469	0	0	26516	0	0	0	0	1989	0	3315	0	0	35134	0	54027	0	0	331	0	0	0	0	0	0	0	73252	5635	0	0	0	0	0	0	1989	0	1989	0	45741	25522	0	0	0	2983	12927	0	0	2320	1326	0	0	10275	0	663	1657	0	0	0	0	0	1326	0	0	7623	130262	0	10607	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	13258	331	0	0	0	0	0	0	0	0	0	0	0	1657	182632	0	52038	17567	13921	1989	0	6629	0	0	0	0	0	0	1989	0	0	331	0	0	0
"SB041117TAWCSCB71D20BR1TR1I306"	0	0	0	0	0	0	93802	151806	0	0	27511	0	0	0	0	1657	0	331	0	0	35134	663	50381	0	0	1326	0	0	0	0	0	0	0	67948	331	331	0	0	0	0	0	2983	0	331	994	47067	7955	0	0	0	663	9944	0	0	3315	994	0	0	9944	0	1989	2320	0	0	0	0	0	1326	0	0	2320	92145	0	3646	0	0	0	0	0	0	2320	0	0	0	0	331	0	0	0	0	0	0	0	5303	331	0	0	0	0	0	0	0	0	0	0	0	2652	153132	331	70600	17899	21545	1989	0	0	0	0	0	0	0	0	3315	0	0	0	0	0	0
"SB041117TAWCSCB31D13BR1TR1I289"	0	0	0	0	0	0	0	64302	44746	0	663	0	0	0	0	1657	0	0	0	0	7955	102751	1657	2983	59330	331	0	0	0	3646	331	0	0	5303	0	0	0	0	0	0	0	38780	0	4640	0	51044	13258	0	0	0	22539	0	0	331	663	3977	0	0	0	0	42426	1326	0	0	0	0	0	0	0	0	0	16904	0	0	0	87504	0	0	0	0	8618	0	0	0	0	331	0	0	0	0	0	0	0	663	3315	0	137885	0	0	0	331	0	0	2320	0	0	0	56679	0	58668	5966	663	4972	0	331	0	0	0	11932	0	0	18230	0	0	0	0	0	0
"SB041117TAWCSCB54D25BR1TR1I300"	0	0	0	0	0	0	2652	173020	331	0	994	0	0	0	0	0	0	663	0	331	2983	1989	48724	0	663	663	0	0	0	0	0	0	0	26848	0	0	0	0	0	0	0	1989	0	9281	0	44084	65297	0	0	0	5635	0	0	0	1657	0	0	0	0	0	2983	1657	0	0	0	0	0	0	0	0	0	251243	0	0	0	0	0	0	0	0	1657	0	0	0	0	331	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	331	186941	0	51044	9281	1326	994	0	3315	0	0	0	0	0	0	1326	0	0	0	0	0	0
"SB041117TAWCSCB53D5BR1TR1I284"	0	0	0	0	0	0	0	193901	0	0	2652	0	0	0	0	663	0	331	0	663	2652	331	42426	0	994	1989	0	0	0	0	663	0	0	17567	0	0	0	0	0	0	0	8618	0	2652	0	54027	69937	0	0	0	4972	0	0	0	4309	0	0	0	1326	0	3646	2652	0	0	0	0	0	0	331	0	0	180643	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	163076	0	91482	13921	2320	3315	0	663	0	0	0	0	0	0	331	0	0	0	0	0	0
"SB041117TAWCSCB51D33BR1TR1I296"	0	0	0	0	0	0	331	111369	0	0	37454	0	0	331	0	1657	0	7955	0	663	70268	0	25853	0	331	331	0	663	0	0	0	0	0	51707	8949	994	0	0	0	0	0	994	0	1326	2320	44084	26185	0	0	0	1989	47730	0	0	41100	6298	994	0	5635	0	331	0	0	0	0	0	0	5635	0	0	8618	87173	0	22207	331	0	0	0	0	0	13921	0	0	0	0	0	0	0	0	0	0	331	0	14584	1326	0	0	0	0	0	0	0	0	994	0	0	3977	87504	0	30494	10938	17899	1989	994	994	0	0	0	0	0	663	18561	0	0	0	331	0	0
"SB041117TAWCSCB44D31BR1TR1I295"	0	0	1989	0	2652	0	30494	82864	0	0	24196	663	0	0	0	331	0	3646	0	331	63971	0	29831	0	331	663	0	331	0	0	0	0	6298	43421	5635	663	0	0	0	0	0	994	0	994	1989	33477	28505	331	0	0	1657	32151	0	0	103745	12927	0	0	4309	0	0	331	663	0	0	0	0	3315	0	0	8286	65960	0	16904	0	0	0	0	0	0	21876	331	331	0	0	0	0	0	0	0	0	0	0	7623	3315	0	0	2320	0	0	331	0	0	331	0	0	3315	70600	1657	24196	15578	12264	2652	331	663	0	0	0	663	0	0	22539	0	0	0	1989	0	0
"SB041117TAWCSCB43CD27BR1TR1I294"	0	0	0	0	0	0	331	106729	331	0	10607	0	0	0	0	331	0	2652	0	331	27511	994	39112	0	2320	994	0	0	0	0	0	0	0	59662	331	1657	0	0	0	0	0	2652	0	1657	331	46404	26185	0	0	0	6629	16573	0	663	57673	7623	331	0	994	0	2320	0	0	0	0	0	0	1657	0	0	4640	108386	0	1989	0	0	0	0	0	0	28174	0	0	0	0	0	0	0	0	0	0	0	0	3315	3315	0	0	0	0	0	0	0	0	994	0	0	331	78886	0	33477	7292	4972	3315	663	1657	0	0	0	663	0	331	26848	0	0	0	331	0	0
"SB041117TAWCSCB42CD26BR1TR1I293"	331	0	0	0	0	0	0	116009	2320	0	7292	0	0	0	0	1326	0	994	0	0	21213	6298	5635	0	7623	663	0	0	0	331	0	0	0	29168	663	0	0	0	0	0	0	7623	0	994	0	79881	49387	0	331	0	35466	5303	0	0	11932	14584	0	0	0	0	7623	0	0	0	0	0	0	994	0	0	0	103414	0	0	0	8618	0	0	0	0	56679	0	0	0	0	331	0	0	0	0	0	0	0	331	6961	0	8949	0	0	0	0	0	0	331	0	0	0	122638	0	60988	6298	2320	5303	331	1989	0	0	0	3646	0	0	47067	0	0	0	0	0	0
"SB041117TAWCSCB33CD24BR1TR1I291"	0	0	0	0	0	0	0	136891	994	0	4309	0	0	0	0	331	0	3977	0	331	23202	331	32151	0	331	1989	0	0	0	0	0	0	0	64634	0	3315	0	0	0	0	0	1989	0	3646	0	64302	58668	0	0	0	19224	12264	0	0	17567	2652	331	0	994	0	1657	0	0	0	0	0	0	1989	331	0	663	155121	0	331	0	331	0	0	0	0	17899	0	0	0	0	0	0	0	0	0	0	0	0	2320	1326	0	0	0	0	0	0	0	0	331	0	0	0	159430	0	44084	4972	1657	2320	0	994	0	0	0	0	0	0	7955	0	0	0	0	0	0
"SB041117TAWCSCB33CD5BR1TR1I286"	0	0	0	0	0	0	663	39112	105071	0	0	0	0	0	0	3315	0	331	0	0	0	311236	331	8286	32814	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62976	0	994	0	52038	13258	0	0	0	25191	0	0	0	0	0	0	0	331	0	58999	0	0	0	0	0	0	0	0	0	0	5635	0	0	0	89824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5303	0	0	0	0	0	0	0	0	0	0	25191	0	44084	6629	331	8286	0	331	0	0	0	663	0	0	663	0	0	0	0	0	0
"SB041117TAWCSCB32D10BR2TR1I290"	0	0	0	0	663	0	0	68280	28174	0	994	0	0	0	0	1989	0	0	0	0	6629	33808	663	1989	36129	0	0	663	0	1326	0	0	0	8618	0	0	0	0	0	0	0	20219	0	3977	0	55353	16241	331	0	0	22870	0	0	0	2320	7955	0	0	331	0	34140	1989	0	0	0	0	0	0	0	0	0	23202	0	0	0	59662	0	0	0	0	17567	0	0	0	0	331	0	0	0	0	0	0	0	0	6298	0	81538	0	0	0	0	0	0	8618	0	0	0	76566	0	60325	4972	0	4972	0	663	0	0	0	14253	0	0	25522	0	0	0	0	0	0
"SB041117TAWCSCB22D11BR2TR1I288"	0	0	0	0	0	0	0	0	77229	0	0	0	663	0	0	0	0	0	0	0	0	519722	0	9612	69937	0	0	0	0	3315	0	0	0	0	0	0	0	0	0	0	0	994	0	0	0	663	0	331	0	0	663	0	0	0	331	0	0	0	0	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173351	0	0	0	0	0	0	0	0	0	331	0	663	0	0	0	0	0	0	331	0	97448	0	0	0	0	0	0	663	0	0	0	663	0	0	0	0	0	0	0	0	0	0	2652	0	0	0	0	0	0	0	0	0
"SB041117TAWCSCB54D25BR2TR1I310"	0	0	0	0	0	0	0	123633	0	0	40106	0	0	331	0	663	0	4309	0	331	84853	0	28505	0	0	1326	0	994	0	0	0	0	0	55684	19224	0	0	0	0	0	0	663	0	663	2652	32151	14584	0	0	0	331	42095	0	0	20550	4309	663	0	7623	0	0	331	0	0	0	0	0	5303	0	0	9281	72920	0	31488	0	0	0	0	0	0	14584	0	663	0	0	0	0	0	0	0	0	0	0	39775	1657	0	0	0	0	0	0	0	0	0	0	0	3977	95791	0	40769	15910	24528	2320	663	663	0	0	0	331	0	994	7955	0	0	0	0	0	0
"SB050817TAWCSCB71D20BR2TR1I349"	0	0	0	0	0	0	0	101757	663	1989	26185	0	0	331	331	16904	0	19887	0	1326	67285	0	9944	0	1326	6298	0	5303	15578	0	994	0	0	994	15910	0	0	0	0	0	0	19887	0	7955	1326	7292	663	663	0	331	2320	1989	331	0	3315	6298	331	0	6298	0	2983	994	3646	0	2320	331	0	19224	9281	1326	1326	18230	0	1326	0	0	0	0	0	0	1657	331	5635	0	0	4972	0	331	0	0	2983	0	0	35466	1326	0	0	0	0	0	0	0	331	331	0	0	31157	104077	3977	66954	18561	49055	4640	2320	4640	0	0	0	0	331	3977	2983	0	0	0	663	0	0
"SB050817TAWCSCB61D11BR1TR1I336"	0	0	0	0	0	0	0	127610	0	1326	13921	331	0	0	0	24528	0	68943	0	6629	50050	0	21876	0	2652	5635	0	1989	0	0	994	331	0	2320	12927	0	0	0	0	0	0	3977	0	12927	331	7292	3315	331	0	0	0	663	663	0	0	1657	0	0	15578	0	663	2983	331	0	331	0	0	13258	1989	0	1326	22207	0	1326	0	0	0	0	0	0	331	0	2652	0	0	2652	0	0	0	0	0	0	0	30162	663	0	0	0	0	0	0	0	994	0	0	0	18230	97116	0	100762	37123	43421	9612	663	9612	0	0	0	0	0	2320	663	0	0	0	0	0	0
"SB050817TAWCSCB61D11BR1TR1I345"	0	0	0	0	0	0	9612	107060	663	1326	29500	0	0	331	0	18230	0	34803	0	2652	53364	0	13258	0	663	3977	0	663	0	0	994	331	0	663	19887	0	0	0	0	0	0	1657	0	6298	1326	6629	1326	0	0	0	0	3315	663	0	4972	8949	0	0	13921	0	331	3646	0	0	331	0	0	12927	331	0	663	26185	0	331	0	0	0	0	0	0	663	0	3315	0	0	663	0	0	0	0	331	0	0	42095	1657	0	0	0	0	0	0	0	663	0	0	0	18561	137885	331	65297	42758	55684	4640	994	7623	0	0	0	0	2652	2983	2652	0	0	0	663	0	0
"SB050817TAWCSCB62D9BR1TR1I337"	0	0	0	0	0	0	331	111037	0	2983	18230	0	0	0	0	24196	0	78223	0	9281	32483	0	15910	0	1989	2320	0	663	0	0	331	0	0	331	10938	0	0	0	0	0	0	5966	0	15910	331	9612	3315	0	0	0	0	994	994	0	331	1989	0	0	13590	0	2320	994	0	0	994	0	0	14584	1657	0	331	30162	0	331	0	0	0	0	0	0	1989	0	2983	0	0	1657	0	0	0	0	0	0	0	33808	663	0	0	0	0	0	0	0	0	0	0	0	24196	116341	663	82864	30825	40438	7623	0	11932	0	0	0	0	331	1326	1326	0	0	331	331	0	0
"SB050817TAWCSCB62D9BR1TR1I346"	0	0	0	0	0	0	0	100099	0	2320	12595	0	0	331	0	24528	0	41100	0	7292	45409	0	9944	0	663	7623	0	2320	331	0	331	331	0	1657	30825	0	0	0	0	0	0	5303	0	6629	331	8618	1657	663	331	0	0	1989	663	0	2320	27179	0	0	9612	0	1326	663	1326	0	994	0	0	11932	1326	994	2320	17899	0	663	0	0	0	0	0	0	4640	331	3315	0	0	2652	0	0	0	0	6298	0	0	34803	3977	0	0	0	0	0	0	0	331	0	0	0	29168	105403	2652	65297	27179	46735	5635	5966	4972	0	0	0	0	3315	2320	9281	0	0	0	2652	0	0
"SB050817TAWCSCB73D12BR1TR1I351"	0	0	0	0	1326	331	331	70931	8618	0	61982	0	0	0	0	2320	0	23202	0	1326	67617	663	5635	0	663	6629	0	994	14584	331	0	331	0	3646	28505	0	0	0	0	0	0	39775	0	3315	1326	8286	663	663	663	4972	2652	18893	994	0	3315	2983	663	0	45078	0	6629	1657	12927	0	331	0	0	15910	10275	663	5966	15247	0	18561	0	0	0	0	0	0	1989	0	2652	0	0	5303	0	663	0	0	663	331	0	14915	0	0	331	0	0	0	331	0	663	0	0	0	9944	96453	9281	46072	17236	52701	3315	331	3977	0	0	0	0	0	6298	994	0	0	0	2652	0	0
"SB050817TAWCSCB72D20BR1TR1I341"	0	0	0	0	0	0	0	117998	0	1326	24859	0	0	0	0	23533	0	77229	0	3646	65960	0	19224	0	663	1989	0	0	0	0	0	331	0	1989	13258	0	0	0	0	0	0	994	0	6629	1326	8286	3977	0	0	0	0	2983	994	0	994	994	0	0	37454	0	0	994	0	0	1657	0	0	20550	1326	0	663	38449	0	663	0	0	0	0	0	0	331	0	663	0	0	0	0	0	0	0	0	0	0	48724	0	0	0	0	0	0	0	0	331	0	0	0	17899	99105	331	54690	24196	36792	3646	994	16904	0	0	0	0	331	6961	663	0	0	0	0	0	0
"SB050817TAWCSCB72D20BR1TR1I350"	663	0	663	0	0	0	9281	83195	0	0	103083	0	0	0	0	2652	0	21213	0	663	114683	0	6629	0	0	663	663	1989	0	0	0	0	0	4640	30494	331	0	0	0	0	0	0	0	1657	4640	8618	1989	0	0	0	0	55022	331	0	1326	12927	0	0	36792	0	331	0	0	0	663	0	0	16241	0	0	15578	11269	0	36460	0	0	0	0	0	0	0	0	5303	0	0	0	0	0	0	0	0	0	0	15910	1989	0	0	0	0	0	0	0	331	0	0	0	14915	90156	663	27511	13921	73583	3315	1326	2983	0	0	0	0	0	1989	994	0	0	331	2983	0	0
"SB050817TAWCSCB73D12BR1TR1I342"	0	0	0	0	0	0	0	74909	0	90487	27842	0	0	0	0	2652	0	18230	0	69274	44415	0	4309	0	663	2652	0	331	0	0	0	663	0	1326	14253	0	663	0	0	0	0	45078	0	4640	331	1657	0	0	0	2652	0	3315	0	0	331	994	0	0	57010	0	2320	663	0	0	3315	663	0	7623	994	0	331	49055	0	3315	0	0	0	0	0	0	0	0	1989	0	0	43752	0	663	0	0	0	0	0	14915	331	331	0	0	0	0	1657	0	663	0	663	0	27511	78555	11932	35134	9612	29831	3646	7623	24859	3315	0	0	0	0	4640	0	0	0	331	0	0	0
"SB050817TAWCSCB71D20BR1TR1I340"	0	0	0	0	0	0	0	116672	331	1657	17236	0	0	0	0	26185	0	20882	0	8618	54359	0	11601	0	331	6298	0	8286	0	0	331	994	0	2983	11932	0	0	0	0	0	0	1989	0	9612	0	4640	331	0	0	0	0	1989	0	0	2320	1989	0	0	19887	0	0	663	0	0	1657	0	0	20219	663	0	331	20550	0	0	0	0	0	0	0	0	1326	0	1989	0	0	0	0	0	0	0	0	0	0	43089	0	0	0	0	0	0	0	0	331	0	0	0	18893	121313	663	95459	22207	49718	6961	0	5635	0	0	0	0	331	1989	2320	0	0	0	0	663	0
"SB050817TAWCSCB63D10BR1TR1I338"	0	0	0	0	0	0	331	129267	0	2652	24528	0	0	0	0	25522	0	20550	0	6298	44415	0	25522	0	0	2320	0	1657	0	0	663	331	0	2652	11932	0	0	0	0	0	0	2652	0	6961	331	7292	1657	0	0	0	331	2983	331	0	994	2652	0	0	19224	0	331	3646	0	0	994	0	0	21876	2320	0	2652	25853	0	663	331	0	0	0	0	0	663	0	1326	0	0	331	0	0	0	0	0	0	0	37454	331	0	0	0	0	0	0	0	663	0	0	331	17236	135234	1326	79218	24528	48392	5303	0	12595	0	0	0	0	994	1657	2320	0	0	0	0	0	0
"SB050817TAWCSCB54D25BR1TR1I343"	0	0	0	0	331	0	0	132913	0	0	32814	0	0	0	0	5966	0	64965	0	1657	90819	0	6961	0	994	3315	0	1326	0	0	331	331	0	1326	32483	0	0	0	0	0	0	1989	0	10275	1657	10607	1657	0	0	0	331	7292	663	0	2652	10275	0	0	11601	0	1989	1326	0	0	331	0	0	22870	994	331	1326	22539	0	2983	0	0	0	0	0	0	6629	0	6629	0	0	994	0	0	0	0	994	0	0	29500	994	0	0	0	0	0	0	0	331	0	0	0	18893	146503	0	53696	22207	35466	331	663	6298	0	0	0	0	0	3977	11269	0	0	663	994	0	0
"SB050817TAWCSCB63D10BR2TR1I347"	0	0	0	0	331	0	331	100099	0	0	30494	0	0	0	0	24196	0	30162	0	331	57342	0	12927	0	994	1326	0	1989	0	0	663	0	0	1989	16241	0	0	0	0	0	0	3315	0	6629	331	6629	1989	0	0	0	331	4640	663	0	1326	27179	0	0	19887	0	0	994	0	0	994	0	0	16904	1326	0	994	33146	0	3977	0	0	0	0	0	0	4309	0	2652	0	0	663	0	0	0	0	0	0	0	45741	4972	0	0	0	0	0	0	0	331	0	0	1657	26848	102420	331	71594	23533	38449	5303	663	3977	0	0	0	0	0	3977	14584	0	0	0	7292	0	0
"SB050817TAWCSCB53D25BR2TR1I333"	331	0	0	0	663	0	1326	131588	0	331	37786	0	0	0	0	5635	0	61651	0	2320	73583	0	10275	0	3315	1657	0	0	0	0	331	1326	0	2983	17567	331	0	0	0	0	0	4640	0	7623	994	9944	1326	0	0	0	0	4640	0	0	3646	7292	0	0	6961	0	994	331	663	0	0	0	0	28505	1989	0	663	23202	0	1326	0	0	0	0	0	0	5303	0	5966	0	0	1989	0	0	0	0	331	1326	0	5303	1657	0	331	0	0	0	0	0	331	10275	0	0	19224	161087	1657	63639	54027	38117	7623	1326	4972	0	0	0	331	663	5303	4640	0	0	0	0	0	0
"SB050817TAWCSCB22D11BR1TR1I322"	0	0	331	0	663	0	8949	1326	113026	0	0	0	0	0	0	0	0	0	0	331	0	577063	994	11269	95791	0	0	0	0	2983	0	0	0	663	0	0	0	0	0	0	0	3977	0	663	0	994	331	1326	0	0	0	0	0	331	0	331	0	0	0	0	994	0	0	0	0	0	0	0	0	0	0	2652	0	0	0	33808	0	0	0	0	1326	331	0	0	0	1326	0	3977	0	0	0	1989	0	0	1657	0	64965	0	0	0	0	0	0	6298	0	0	0	2983	663	2320	0	331	0	0	0	0	0	0	331	0	0	331	0	0	0	0	0	0
"SB050817TAWCSCB31D13BR1TR1I323"	0	0	0	0	0	331	331	97448	53364	0	663	0	663	0	0	331	0	1326	0	1989	3977	21213	2320	2652	24859	7623	0	0	0	2652	3646	0	0	1657	0	0	0	0	0	0	0	114683	0	17236	0	25853	3646	1657	0	1326	30494	0	0	0	663	1657	0	0	0	0	59330	1326	0	0	0	0	0	0	0	0	0	24196	0	0	0	6961	0	0	0	0	6298	0	0	0	0	8949	0	994	0	0	0	663	0	994	4309	0	70268	0	0	0	0	0	0	3315	0	0	1657	68943	0	110706	15247	1326	5635	0	663	0	0	0	8949	0	0	10275	0	0	0	0	0	0
"SB050817TAWCSCB32D10BR2TR1I324"	0	0	0	0	0	0	994	119324	29831	0	5303	331	0	0	0	331	0	994	0	994	9944	10607	1326	3646	9281	7292	0	0	663	994	1326	0	0	1989	0	0	0	0	0	0	0	103745	0	7955	0	32483	3646	663	331	0	32151	331	0	0	331	2983	0	0	0	0	49387	1326	0	0	0	0	0	994	0	0	331	42426	0	0	0	663	0	0	0	0	36792	0	0	0	0	2320	0	663	0	0	0	3646	0	1657	2320	0	18893	0	0	0	0	0	0	26516	0	0	2652	93802	994	129599	9944	4309	6629	994	0	0	0	0	8618	0	0	8286	0	0	0	0	0	0
"SB050817TAWCSCB33CD5BR1TR1I320"	663	0	331	331	331	0	8618	20219	166722	0	663	331	663	331	0	663	0	0	0	1657	331	166722	1989	8286	61982	1326	0	0	0	2320	994	331	0	331	0	0	331	0	0	0	0	156778	0	2652	0	10607	331	4640	0	3646	24859	0	0	0	0	0	0	0	0	0	94133	2983	994	0	0	0	0	0	0	0	0	20550	0	0	0	6961	0	0	0	0	994	0	0	0	0	9944	0	7955	0	0	0	0	0	0	0	0	6961	0	0	0	2320	0	0	0	0	0	331	29168	3315	45409	994	331	1657	663	4309	331	0	0	0	0	0	0	0	0	0	0	0	0
"SB050817TAWCSCB33CD24BR1TR1I325"	0	0	0	0	663	0	2983	175671	16241	0	8949	663	0	0	0	331	0	10275	0	994	17899	331	4309	0	6298	4309	0	0	0	331	0	0	0	2652	331	0	0	0	0	0	0	25191	0	18561	0	48724	7623	331	331	0	55684	3646	0	0	331	3315	0	0	0	0	29831	331	0	0	0	0	0	994	0	0	663	43421	0	331	0	0	0	0	0	0	5303	0	331	0	0	1989	0	0	0	0	0	331	0	2652	1657	0	1989	0	0	0	0	0	0	663	0	0	2983	163739	1657	137885	11932	3646	4640	0	0	0	0	0	4309	0	0	5303	0	0	0	0	0	0
"SB050817TAWCSCB54D25BR1TR1I334"	0	0	0	0	0	0	331	131588	663	663	7955	0	0	0	0	9612	0	28505	0	6629	23865	0	30494	0	4640	1989	0	0	0	0	1326	331	0	3646	5635	0	0	0	0	0	0	13921	0	30494	0	15910	1657	331	0	0	331	994	0	0	0	0	0	0	2983	0	7292	4309	0	0	994	0	0	6298	3977	0	0	46735	0	331	0	0	0	0	0	0	0	0	2652	0	0	7955	0	0	0	0	0	0	0	12264	0	0	0	0	0	0	0	0	0	0	0	0	11601	146503	1989	123301	21545	41432	4972	994	5966	0	0	0	0	0	1326	1657	0	0	0	0	0	0
"SB050817TAWCSCB43CD27BR1TR1I328"	0	0	0	0	0	0	7623	166722	0	0	26848	0	0	0	0	0	0	56016	0	663	79549	0	5966	0	2983	10607	0	663	0	0	0	663	0	7292	7623	0	0	0	0	0	0	4972	0	15247	994	27842	2983	0	0	0	12927	8949	0	0	4640	3977	0	0	1657	0	4972	0	994	0	0	0	0	9281	0	331	5303	10607	0	3977	0	0	0	0	0	0	5635	0	5303	0	0	1989	0	0	0	0	663	994	0	2652	1326	0	0	0	0	0	0	0	0	2652	0	0	14584	163407	663	90487	19556	29168	7292	994	1657	0	0	0	0	0	1657	7623	0	0	331	0	0	0
