	methanotrophy	acetoclastic_methanogenesis	methanogenesis_by_disproportionation_of_methyl_groups	methanogenesis_using_formate	methanogenesis_by_CO2_reduction_with_H2	methanogenesis_by_reduction_of_methyl_compounds_with_H2	hydrogenotrophic_methanogenesis	methanogenesis	methanol_oxidation	methylotrophy	aerobic_ammonia_oxidation	aerobic_nitrite_oxidation	nitrification	sulfate_respiration	sulfur_respiration	dark_sulfite_oxidation	sulfite_respiration	thiosulfate_respiration	respiration_of_sulfur_compounds	arsenate_detoxification	arsenate_respiration	dissimilatory_arsenate_reduction	arsenite_oxidation_detoxification	arsenite_oxidation_energy_yielding	dissimilatory_arsenite_oxidation	anammox	nitrate_denitrification	nitrite_denitrification	nitrous_oxide_denitrification	denitrification	chitinolysis	knallgas_bacteria	dark_hydrogen_oxidation	nitrogen_fixation	nitrate_ammonification	nitrite_ammonification	nitrite_respiration	cellulolysis	xylanolysis	dark_sulfide_oxidation	dark_sulfur_oxidation	dark_thiosulfate_oxidation	dark_oxidation_of_sulfur_compounds	manganese_oxidation	manganese_respiration	ligninolysis	fermentation	aerobic_chemoheterotrophy	invertebrate_parasites	human_pathogens_septicemia	human_pathogens_pneumonia	human_pathogens_nosocomia	human_pathogens_meningitis	human_pathogens_gastroenteritis	human_pathogens_diarrhea	human_pathogens_all	fish_parasites	human_gut	mammal_gut	animal_parasites_or_symbionts	plant_pathogen	oil_bioremediation	aromatic_hydrocarbon_degradation	aromatic_compound_degradation	aliphatic_non_methane_hydrocarbon_degradation	hydrocarbon_degradation	dark_iron_oxidation	iron_respiration	nitrate_respiration	nitrate_reduction	nitrogen_respiration	fumarate_respiration	intracellular_parasites	chlorate_reducers	predatory_or_exoparasitic	chloroplasts	cyanobacteria	anoxygenic_photoautotrophy_H2_oxidizing	anoxygenic_photoautotrophy_S_oxidizing	anoxygenic_photoautotrophy_Fe_oxidizing	anoxygenic_photoautotrophy	oxygenic_photoautotrophy	photoautotrophy	aerobic_anoxygenic_phototrophy	photoheterotrophy	phototrophy	plastic_degradation	ureolysis	reductive_acetogenesis	chemoheterotrophy	harmful_algae
SB080717TAWCSCB72D20BR1TR1I452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42822.58064516129	42822.58064516129	34112.903225806454	0.0	34112.903225806454	181854.83870967745	0.0	0.0	2258.0645161290327	0.0	181854.8387096774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1048.3870967741934	0.0	0.0	13306.451612903225	0.0	0.0	0.0	19677.41935483871	408387.0967741935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6129.032258064516	0.0	0.0	0.0	7338.709677419355	0.0	0.0	0.0	0.0	55806.45161290323	55806.45161290323	0.0	0.0	2096.774193548387	17580.645161290322	2096.774193548387	0.0	11290.322580645161	0.0	26532.25806451613	89516.12903225806	176532.25806451615	0.0	13709.677419354839	0.0	13709.677419354839	176532.25806451615	190241.93548387097	0.0	0.0	190241.93548387097	0.0	0.0	0.0	453709.6774193548	0.0
SB080717TAWCSCB73D12BR1TR1I444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33046.666027260035	33046.666027260035	16890.991826251906	0.0	16890.991826251906	10187.878981638372	0.0	0.0	0.0	0.0	10187.878981638372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.25421741956798	0.0	0.0	85.25421741956798	0.0	0.0	0.0	3857.7533382354504	256753.7325362064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1992.8173321824013	0.0	0.0	0.0	2706.8214030712834	0.0	0.0	0.0	0.0	52985.496126261496	52985.496126261496	0.0	0.0	85.25421741956798	3825.7830067031127	85.25421741956798	0.0	7001.50260558202	0.0	5637.435126868932	64558.756140967846	601319.3090145678	0.0	3783.155897993329	0.0	3783.155897993329	601319.3090145678	605102.464912561	0.0	0.0	605102.4649125611	0.0	0.0	0.0	289821.7121178213	0.0
SB080717TAWCSCB51D33BR1TR1I432	239.5926924228811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49655.585504642106	49895.17819706499	249216.33223520016	359.38903863432165	249575.72127383447	113566.93620844565	219.62663472097435	0.0	179.69451931716083	219.62663472097435	113786.56284316663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.62663472097435	219.62663472097435	219.62663472097435	219.62663472097435	0.0	0.0	778.6762503743636	2355.9948088249976	0.0	0.0	219.62663472097435	0.0	0.0	11400.618947788758	0.0	0.0	25416.791454527305	0.0	0.0	0.0	10562.044524308676	392512.72836178495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9404.013177598084	0.0	0.0	0.0	9843.266447040032	0.0	0.0	0.0	299.4908655286014	27812.71837875611	28052.311071178992	1217.9295198163124	0.0	15673.355295996804	22481.780972347013	15673.355295996804	0.0	21982.629529799342	0.0	11420.585005490666	19666.56683637816	99830.2885095338	0.0	14655.086353199562	0.0	14655.08635319956	99830.2885095338	114485.37486273336	0.0	758.7101926724569	115244.0850554058	0.0	479.1853848457622	0.0	443845.4627133872	0.0
SB080717TAWCSCB62D9BR1TR1I448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74710.7969151671	74710.7969151671	58751.07112253642	0.0	58751.07112253642	15049.271636675236	0.0	0.0	0.0	0.0	15049.271636675236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	910.4541559554413	0.0	0.0	0.0	749.7857754927164	579745.0728363325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3695.372750642673	0.0	0.0	0.0	4712.939160239931	0.0	0.0	0.0	0.0	34811.482433590405	34811.482433590405	0.0	0.0	0.0	0.0	0.0	0.0	30580.548414738645	0.0	5248.500428449014	113378.32047986289	111610.96829477293	0.0	8997.429305912596	0.0	8997.429305912596	111610.96829477293	120608.39760068552	0.0	0.0	120608.39760068552	0.0	0.0	0.0	654723.6503856041	0.0
SB080717TAWCSCB44D31BR1TR1I431	0.0	0.0	0.0	0.0	212.84143313231644	0.0	212.84143313231644	212.84143313231644	42071.656615821215	42071.656615821215	226605.17914153956	283.7885775097552	226888.9677190493	221567.93189074137	0.0	0.0	4895.352962043278	638.5242993969493	221567.9318907414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2412.2029088329195	2412.2029088329195	2412.2029088329195	2412.2029088329195	0.0	0.0	1277.0485987938987	1206.1014544164598	0.0	0.0	2412.2029088329195	0.0	0.0	17452.997516849948	0.0	1702.7314650585315	46896.06243348705	0.0	0.0	0.0	22206.45619013835	307130.18800993264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6456.190138346932	0.0	0.0	0.0	6456.190138346932	0.0	0.0	0.0	2412.2029088329195	19936.147570060304	19936.147570060304	496.6300106420716	0.0	22561.19191202554	26888.96771904931	22561.19191202554	0.0	17523.944661227386	0.0	11138.701667257892	31287.690670450513	64774.74281660163	0.0	21851.720468251155	0.0	21851.72046825115	64774.74281660163	86626.46328485277	0.0	638.5242993969493	87264.98758424973	0.0	780.4185881518268	0.0	365164.9521106775	0.0
SB080717TAWCSCB31D13BR1TR1I425	14829.497485592627	146.82670777814485	0.0	0.0	0.0	0.0	0.0	293.6534155562897	137943.6919575671	152773.1894431597	130308.70315310355	844.2535697243329	131152.95672282786	26135.153984509787	110.12003083360864	0.0	293.6534155562897	110.12003083360864	26245.274015343395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	440.48012333443455	587.3068311125794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3303.600925008259	0.0	0.0	0.0	3120.067540285578	249421.86983812356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	697.4268619461881	0.0	0.0	0.0	4661.747971956099	0.0	0.0	0.0	0.0	46397.23965789378	61226.7371434864	0.0	0.0	3230.1875711191865	3670.667694453621	3230.1875711191865	0.0	8002.055573908894	0.0	13397.937084755717	35421.943251477445	65117.644899607236	0.0	309473.9933193848	0.0	309473.9933193848	65117.644899607236	374591.63821899204	0.0	0.0	374591.63821899204	0.0	0.0	0.0	405094.88675990165	0.0
SB080717TAWCSCB44D5BR1TR1I421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38295.60585885486	38295.60585885486	10639.147802929429	0.0	10639.147802929429	42316.91078561917	0.0	0.0	0.0	0.0	42316.91078561917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.6804260985353	112596.53794940081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	359.52063914780297	0.0	0.0	0.0	452.7296937416778	0.0	0.0	0.0	0.0	35605.858854860184	35605.858854860184	0.0	0.0	53.262316910785614	53.262316910785614	53.262316910785614	0.0	2450.0665778961384	0.0	3462.0505992010653	40306.258322237016	746165.1131824235	0.0	3994.6737683089214	0.0	3994.6737683089214	746165.1131824235	750159.7869507326	0.0	0.0	750159.7869507325	0.0	0.0	0.0	150892.14380825567	0.0
SB080717TAWCSCB32D10BR1TR1I426	5540.523128462827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75827.85723489242	81368.38036335525	163284.3705708027	289.9110939311945	163574.28166473392	8568.483442855302	15172.013915732508	0.0	0.0	15172.013915732508	23740.49735858781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	547.6098440922561	0.0	0.0	0.0	0.0	0.0	0.0	547.6098440922561	0.0	0.0	0.0	0.0	644.2468754026543	0.0	0.0	0.0	21517.845638448653	403105.26993944077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2480.350470300219	0.0	0.0	0.0	3156.809689473006	0.0	0.0	0.0	0.0	35175.87939698492	40716.402525447746	0.0	0.0	1707.254219817034	3962.118283726324	1707.254219817034	0.0	15622.986728514368	0.0	11306.532663316582	57853.36941115836	147629.17149851823	0.0	91934.02911995877	0.0	91934.02911995877	147629.17149851823	239563.20061847699	0.0	0.0	239563.200618477	0.0	0.0	0.0	502190.439376369	0.0
SB080717TAWCSCB33CD5BR1TR1I422	722.7807346080557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67284.31565805901	68007.09639266707	7753.466062159144	0.0	7753.466062159144	7753.466062159144	0.0	0.0	0.0	0.0	7753.466062159144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	722.7807346080557	0.0	0.0	0.0	0.0	197.12201852946976	0.0	0.0	0.0	0.0	459.9513765687627	0.0	0.0	0.0	0.0	195347.92036270452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262.82935803929297	0.0	0.0	0.0	3351.0743150009857	0.0	0.0	0.0	0.0	41592.74590971811	42315.52664432617	0.0	0.0	0.0	0.0	0.0	0.0	10776.003679611013	0.0	4402.391747158158	98561.00926473486	562717.6555621262	0.0	41986.98994677705	0.0	41986.98994677705	562717.6555621262	604704.6455089034	0.0	0.0	604704.6455089033	0.0	262.82935803929297	0.0	263355.0167553716	0.0
SB080717TAWCSCB33CD24BR1TR1I427	1364.2969421953317	0.0	148.29314589079692	0.0	0.0	0.0	0.0	148.29314589079692	40513.68745736572	41877.98439956105	130942.84782157368	148.29314589079692	131091.14096746448	85891.39009994958	5931.725835631877	0.0	3262.4492095975324	6940.119227689296	91823.11593558145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1957.4695257585195	1957.4695257585195	1957.4695257585195	1957.4695257585195	0.0	0.0	9253.492303585728	5842.749948097399	0.0	0.0	1957.4695257585195	0.0	0.0	13079.455467568287	0.0	2016.7867841148382	14503.069668119939	0.0	0.0	0.0	54868.46397959486	210190.7049856156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1690.5418631550851	0.0	0.0	0.0	1927.8108965803601	0.0	0.0	0.0	1957.4695257585195	9283.150932763887	10647.44787495922	652.4898419195065	0.0	14651.362814010736	18358.691461280658	14651.362814010734	118.63451671263753	26307.204081027372	0.0	19218.791707447283	52614.40816205475	91437.55375626538	652.4898419195065	298336.15090310527	652.4898419195065	298336.15090310527	91437.55375626538	389773.7046593707	0.0	652.4898419195065	389773.70465937065	0.0	0.0	0.0	295874.484681318	0.0
SB080717TAWCSCB42CD26BR1TR1I429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74720.36518445377	74720.36518445377	23342.020493063763	0.0	23342.020493063763	27089.369830195705	0.0	0.0	0.0	0.0	27089.36983019571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380.40047266782136	0.0	0.0	380.40047266782136	0.0	0.0	0.0	4791.42723019894	402568.91723456944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2703.271444064943	0.0	0.0	0.0	3585.4767955711673	0.0	0.0	0.0	0.0	109490.58711170824	109490.58711170824	0.0	0.0	396.5877268238989	2573.773410816323	396.5877268238989	0.0	7162.859964064295	0.0	7996.503553102288	122861.25904462826	324813.44189585117	0.0	8223.125111287372	0.0	8223.125111287372	324813.44189585117	333036.56700713857	0.0	0.0	333036.56700713857	0.0	0.0	0.0	477313.5633002574	0.0
SB080717TAWCSCB43CD27BR1TR1I430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44729.75771381238	44729.75771381238	442534.6862704494	465.9349761855456	443000.6212466349	101211.43093808243	0.0	0.0	465.9349761855456	0.0	101211.43093808243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	258.85276454752534	2019.051563470698	0.0	0.0	0.0	0.0	0.0	11596.603851729134	0.0	0.0	22313.108303996683	0.0	0.0	0.0	6057.154690412093	270449.3683992545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8335.059018430318	0.0	0.0	0.0	8335.059018430316	0.0	0.0	0.0	0.0	14858.148685027956	14858.148685027956	1294.263822737627	0.0	13460.343756471317	15841.78919030855	13460.343756471317	0.0	17394.905777593704	0.0	7972.665148063781	13149.720439014289	67146.40712362807	0.0	12528.473804100227	0.0	12528.473804100227	67146.40712362807	79674.8809277283	0.0	776.5582936425761	80451.43922137089	0.0	0.0	0.0	316059.22551252844	0.0
SB080717TAWCSCB22D11BR1TR1I423	7450.5353530369575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183154.88232101445	190605.41767405142	27483.10060689791	838.8019933882666	28321.90260028618	10262.989095574085	5526.224897616816	0.0	345.389056101051	5526.224897616816	15789.2139931909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1332.2149306754825	0.0	0.0	1233.5323432180392	0.0	0.0	0.0	1332.2149306754825	0.0	0.0	0.0	0.0	345.389056101051	0.0	0.0	0.0	11940.59308235062	427838.35792174464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1381.556224404204	0.0	0.0	0.0	3256.5253860956236	0.0	0.0	0.0	0.0	7203.828884393349	14654.364237430304	0.0	0.0	3305.866679824345	6266.344303547638	3305.866679824345	0.0	21315.438890807716	0.0	24868.012039275673	139685.20254601075	142892.38663837765	0.0	4095.3273794838897	0.0	4095.3273794838897	142892.38663837765	146987.71401786155	0.0	0.0	146987.71401786155	0.0	0.0	0.0	626683.7716484925	0.0
95_FiltCtrl_Surface_R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22888.695923229356	22888.695923229356	16988.39979515953	0.0	16988.39979515953	14572.618172912074	0.0	0.0	0.0	0.0	14572.618172912074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.98951305857992	102676.28526261885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	790.4170284772783	0.0	0.0	0.0	1057.6002493710062	0.0	0.0	0.0	0.0	31872.731725780952	31872.731725780952	0.0	0.0	0.0	166.98951305857992	0.0	0.0	1836.8846436443791	0.0	723.6212232538464	10809.787811992075	826286.3758822612	0.0	2950.148064034912	0.0	2950.148064034912	826286.3758822612	829236.5239462962	0.0	0.0	829236.5239462962	0.0	0.0	0.0	125564.9811858482	0.0
SB082817TAWCSCB54D25BR1TR1I470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40405.487695669304	40405.487695669304	13217.752623849268	0.0	13217.752623849268	30877.243256796934	0.0	0.0	0.0	0.0	30877.243256796934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1074.61403445929	124762.6894007236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5408.89064011176	0.0	0.0	0.0	5587.992979188308	0.0	0.0	0.0	0.0	40871.15377726834	40871.15377726834	0.0	0.0	0.0	1074.61403445929	0.0	0.0	6877.5298205394565	0.0	4477.558476913709	46781.530966794424	728409.2130243221	0.0	4011.892395314683	0.0	4011.892395314683	728409.2130243221	732421.1054196368	0.0	0.0	732421.1054196366	0.0	0.0	0.0	165168.1770963929	0.0
SB082817TAWCSCB53D25BR1TR1I468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58770.417795288515	58770.417795288515	30206.02478863991	0.0	30206.02478863991	107362.71854223097	0.0	0.0	1395.3870146926045	0.0	107362.71854223097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	328.32635639825986	328.32635639825986	328.32635639825986	328.32635639825986	0.0	0.0	820.8158909956496	19781.662972995156	0.0	0.0	328.32635639825986	246.2447672986949	0.0	0.0	0.0	0.0	410.4079454978248	0.0	0.0	0.0	15267.175572519083	433719.11680210126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9521.464335549535	0.0	0.0	0.0	10260.198637445621	0.0	0.0	0.0	0.0	100549.94664696709	100549.94664696709	17565.460067306904	0.0	18960.84708199951	29795.616843142085	18960.847081999505	0.0	15923.828285315603	492.4895345973898	11081.014528441272	41943.6920298777	292456.70196175	0.0	3857.8346876795536	0.0	3857.834687679554	292456.70196175	296314.53664942953	0.0	5006.976935073463	301321.513584503	0.0	0.0	0.0	496839.8588196668	0.0
SB082817TAWCSCB73D12BR1TR1I478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39092.68831234005	39092.68831234005	13047.623826968436	0.0	13047.623826968436	20073.267426105285	0.0	0.0	0.0	0.0	20073.267426105285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	602.1980227831585	0.0	0.0	602.1980227831585	0.0	0.0	0.0	9936.267375922114	273146.98650072765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3964.470316655794	0.0	0.0	0.0	5570.331710744216	0.0	0.0	0.0	0.0	56004.416118833746	56004.416118833746	0.0	0.0	602.1980227831585	8882.420836051588	602.1980227831585	0.0	20675.46544888844	0.0	8480.955487529482	109449.49064083905	509459.5272745521	0.0	5168.866362222111	0.0	5168.866362222111	509459.5272745521	514628.3936367743	0.0	0.0	514628.3936367743	0.0	0.0	0.0	312239.67481306766	0.0
SB082817TAWCSCB44D5BR1TR1I455	641.7217889228946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38799.48662256887	39441.20841149176	24039.885477342286	0.0	24039.885477342286	13525.520781913317	0.0	0.0	0.0	0.0	13525.520781913317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1184.7171487807286	0.0	0.0	0.0	0.0	0.0	345.5425017277125	0.0	0.0	641.7217889228946	0.0	0.0	0.0	1974.5285813012142	222480.00789811433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2369.4342975614572	0.0	0.0	0.0	3899.693948069898	0.0	0.0	0.0	296.17928719518216	40823.37841840261	41465.1002073255	444.2689307927732	246.81607266265178	1184.7171487807284	1826.438937703623	1184.7171487807286	0.0	9280.284332115707	0.0	6417.217889228947	87817.1586533715	512439.53006219765	0.0	81399.94076414256	0.0	81399.94076414258	512439.53006219765	593839.4708263401	0.0	0.0	593839.4708263403	0.0	197.45285813012143	0.0	262760.3909566591	0.0
SB082817TAWCSCB22D11BR2TR1I458	5178.993276394694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93903.32545884064	99082.31873523534	194484.82645829546	908.5953116481918	195393.42176994364	9267.672178811556	499.7274214065055	0.0	0.0	499.7274214065055	9767.399600218063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	681.4464837361439	681.4464837361439	681.4464837361439	681.4464837361439	272.57859349445755	0.0	363.43812465927675	636.0167181537342	0.0	0.0	681.4464837361439	817.7357804833727	0.0	0.0	0.0	0.0	1499.1822642195166	0.0	0.0	0.0	3134.653825186262	362620.38887879334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6178.448119207705	0.0	0.0	0.0	6996.183899691077	0.0	0.0	0.0	0.0	14991.822642195168	20170.815918589862	0.0	0.0	1953.4799200436123	2589.496638197347	1953.4799200436123	0.0	27257.859349445753	0.0	16309.285844085045	101898.96420134473	165546.06578230055	0.0	19307.650372524076	0.0	19307.650372524076	165546.06578230055	184853.71615482462	0.0	0.0	184853.71615482465	0.0	0.0	0.0	464564.78284572053	0.0
SB082817TAWCSCB63D10BR1TR1I483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53767.49446303191	53767.49446303191	60788.841242165785	0.0	60788.84124216578	167381.36751331226	0.0	0.0	1555.0633806135434	0.0	167381.3675133123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.73879647518964	0.0	0.0	0.0	0.0	0.0	0.0	282.73879647518964	282.73879647518964	16775.83525752792	0.0	0.0	17859.66731068281	0.0	0.0	0.0	21723.764195843738	424485.1797747514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16540.219593798593	0.0	0.0	0.0	17247.06658498657	0.0	0.0	0.0	282.73879647518964	68140.04995052071	68140.04995052071	0.0	0.0	18095.282974412137	34635.50256821073	18095.282974412137	0.0	33834.40931153103	0.0	32750.577258376135	28556.618443994157	158852.08048631073	0.0	19320.48442580463	0.0	19320.48442580463	158852.08048631073	178172.56491211534	0.0	0.0	178172.56491211537	0.0	0.0	0.0	482305.2636539277	0.0
SB082817TAWCSCB32D10BR1TR1I460	30549.06542056075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17523.364485981307	48072.42990654206	19334.11214953271	233.6448598130841	19567.757009345794	27453.271028037383	817.7570093457944	0.0	0.0	817.7570093457944	28271.028037383177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	467.2897196261682	467.2897196261682	467.2897196261682	467.2897196261682	0.0	0.0	233.6448598130841	1635.5140186915887	0.0	0.0	467.2897196261682	0.0	0.0	0.0	0.0	0.0	467.2897196261682	0.0	0.0	0.0	20794.392523364484	107242.99065420561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	584.1121495327102	0.0	0.0	0.0	1285.0467289719627	0.0	0.0	0.0	233.6448598130841	22079.43925233645	52628.5046728972	350.46728971962614	0.0	817.7570093457944	817.7570093457944	817.7570093457944	0.0	4322.4299065420555	0.0	9929.906542056075	17640.18691588785	90537.3831775701	0.0	652394.8598130841	0.0	652394.8598130841	90537.3831775701	742932.2429906544	0.0	525.7009345794393	743457.9439252336	0.0	0.0	0.0	175700.93457943926	0.0
SB082817TAWCSCB63D10BR1TR1I474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66157.60901986518	66157.60901986518	17001.73000059655	0.0	17001.73000059655	81608.30400286344	0.0	0.0	0.0	0.0	81608.30400286344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1789.6557895364792	249537.67225436974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11573.107439002566	0.0	0.0	0.0	12527.590526755353	0.0	0.0	0.0	0.0	57746.22680904373	57746.22680904373	0.0	0.0	0.0	1789.6557895364792	0.0	0.0	19030.006562071227	0.0	7039.312772176818	97237.96456481537	456362.2263318022	0.0	5249.656982640338	0.0	5249.656982640338	456362.2263318022	461611.8833144425	0.0	0.0	461611.8833144425	0.0	0.0	0.0	315695.2812742349	0.0
SB082817TAWCSCB44D31BR1TR1I465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77778.79091820918	77778.79091820918	152822.10267165132	820.6437494301085	153642.74642108145	46594.32843986505	0.0	0.0	547.0958329534056	0.0	46594.32843986505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	820.6437494301085	1550.1048600346494	0.0	0.0	0.0	0.0	0.0	36017.14233609921	0.0	0.0	37567.24719613386	0.0	0.0	0.0	11762.560408498222	335278.56296161213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13586.213185009574	0.0	0.0	0.0	15683.413877997631	0.0	0.0	0.0	0.0	47323.78955046959	47323.78955046959	729.4611106045409	0.0	39299.717333819644	43858.84927509803	39299.717333819644	0.0	36564.23816905261	0.0	32825.74997720434	43402.936080970176	130847.0867146895	0.0	102671.65131758913	0.0	102671.65131758913	130847.0867146895	233518.7380322786	0.0	1003.0090270812437	234521.7470593599	0.0	0.0	0.0	415063.37193398376	0.0
SB082817TAWCSCB31D13BR1TR1I459	26529.486472271044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53469.48724198535	79998.9737142564	19345.486267013894	346.3714384677554	19691.85770548165	15099.229002835113	846.6857384767354	0.0	153.9428615412246	846.6857384767354	15945.91474131185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.11428974612258	564.4571589844902	0.0	0.0	0.0	0.0	0.0	513.142871804082	0.0	128.2857179510205	1231.5428923297968	0.0	0.0	0.0	11019.743171992663	127387.71792536337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1103.2571743787764	0.0	0.0	0.0	2989.057228258778	0.0	0.0	0.0	218.08572051673485	48440.687098305345	75059.9735731421	423.3428692383677	0.0	1565.0857590024502	2386.1143538889814	1565.0857590024502	0.0	4900.514425728984	0.0	6003.77160010776	17664.943361855523	44861.51556747187	230.91429231183693	671665.533476158	230.91429231183693	671665.533476158	44861.51556747187	716527.0490436299	0.0	230.91429231183693	716527.04904363	0.0	0.0	0.0	218021.57765775936	0.0
